,Category,Resume,tokenized
  (0, 1386)	0.0314273829671723
  (0, 1385)	0.09454372481496003
  (0, 1378)	0.07036277741724548
  (0, 1369)	0.07926981308351004
  (0, 1361)	0.12377115349093129
  (0, 1344)	0.05259568139331893
  (0, 1338)	0.03268529167139604
  (0, 1327)	0.05085808767429701
  :	:
  (0, 194)	0.030346170634132915
  (0, 193)	0.04330780672406824
  (0, 181)	0.10108807336864628
  (0, 178)	0.04681802857640203
  (0, 162)	0.05822262939180542
  (0, 159)	0.028786237518399007
  (0, 158)	0.11427104462786428
  (0, 117)	0.05605187323405969
  (0, 115)	0.054080914796574696
  (0, 109)	0.04637333489018125
  (0, 107)	0.028887549148249262
  (0, 98)	0.12433579957424926
  (0, 94)	0.05491510212918041
  (0, 80)	0.042333865605615244
  (0, 67)	0.10122117316603443
  (0, 65)	0.045944526561079446
  (0, 61)	0.056329129507946045
  (0, 58)	0.04658555339913066
  (0, 55)	0.040460978926134525
  (0, 53)	0.05491510212918041
  (0, 43)	0.06556751343993505
  (0, 42)	0.02848733352546694
  (0, 24)	0.10722832499096377
  (0, 18)	0.03362879596605294
  (0, 8)	0.039811882638677736"
465,2,technic skill summari complet corpor train manual autom test sourc code technolog pune manual autom test selenium ide testng selenium grid jenkin apach poi good knowledg sdlc excel understand white box test black box test good knowledg function test integr test system test good exposur write function integr scenario good understand write test case includ test case design techniqu good understand build releas good knowledg ad hoc smoke test excel understand usabl reliabl exploratori test excel knowledg global compat test excel understand stlc good knowledg regress retest excel knowledg defect track defect life cycl good knowledg test plan traceabl matrix internship project project name resum extractor durat month role manual autom test environ jdbc servlet jsp technolog web base applic ms ess project involv develop web applic resum extractor provid technolog analyz mass volum data detect resum data cover compani valuabl inform project compani site base recruit process strength abl work team system oper analysi good commun skill activ learn critic think good interperson skill will take challeng respons abil learn new technolog minim time period educ detail januari bc comput scienc mgm colleg mca pune maharashtra comput scienc fromjspm colleg hsc nand maharashtra maharashtra state board ssc nand maharashtra maharashtra state board softwar test softwar test skill detail apach exprienc month black box exprienc month black box test exprienc month function test exprienc month integr exprienc monthscompani detail compani tech mahindra descript softwar test manual autom compani descript softwar test engin,"  (0, 1488)	0.10544245118583255
  (0, 1481)	0.028158598586504092
  (0, 1467)	0.09106645423965466
  (0, 1456)	0.08432317592145216
  (0, 1414)	0.15322654063900532
  (0, 1390)	0.05565157295022518
  (0, 1386)	0.058720132756895
  (0, 1385)	0.10433182585078035
  (0, 1374)	0.04756910913578438
  (0, 1367)	0.08324626810579305
  (0, 1361)	0.1845389905970726
  (0, 1349)	0.08797353304454318
  (0, 1347)	0.0779622216747088
  (0, 1346)	0.04169493819340941
  (0, 1345)	0.07049398420873612
  (0, 1344)	0.035200667504990756
  (0, 1332)	0.06081113388546422
  (0, 1327)	0.05763091979538316
  (0, 1313)	0.08747660778163066
  (0, 1299)	0.07279128297042047
  (0, 1282)	0.0961835231918481
  (0, 1270)	0.06369618516839663
  (0, 1255)	0.062276010258577395
  (0, 1247)	0.1002894121207455
  (0, 1242)	0.10433182585078035
  :	:
  (0, 309)	0.07909822498013568
  (0, 299)	0.07909822498013568
  (0, 290)	0.10433182585078035
  (0, 282)	0.06752353241451699
  (0, 254)	0.07461789241358598
  (0, 249)	0.05331895148417946
  (0, 241)	0.04764066030075805
  (0, 231)	0.07250458356449697
  (0, 225)	0.058837882482401266
  (0, 193)	0.08091797407705212
  (0, 181)	0.10002309745955935
  (0, 159)	0.05378531487707868
  (0, 147)	0.2429002333667913
  (0, 139)	0.09388103378750942
  (0, 134)	0.2371069362453034
  (0, 117)	0.07430869577839247
  (0, 98)	0.1387403021828112
  (0, 58)	0.07022513294981736
  (0, 54)	0.13442140699688174
  (0, 45)	0.0525923690575196
  (0, 42)	0.05322683114444111
  (0, 12)	0.07109755258247835
  (0, 9)	0.04919849836374348
  (0, 1)	0.09017159742367135
  (0, 0)	0.064746670752249"
466,2,skill agil methodolog scrum kanban extrem program xp test driven develop tdd featur driven develop fdd domain industri autom retail bank insur health care autom framework modular data driven bpt hybrid test autom tool hp uft taf load runner selenium ration robot dcmtk sikuli languag vb script python shell script bug track tool bugzilla jira hp qualiti control ap test clear quest version manag clear case win cv svn databas oracl sql server mysql network protocol tcp ip http http vpn ftp ldap healthcar dicom pac hl imag archiv imag reconstruct rockwel autom logix design factori talk rslinx classic control flash compar tool modul profil educ detail bachelor scienc comput scienc mumbai maharashtra mumbai univers qa autom lead qa autom lead skill detail exprienc month python exprienc month uft exprienc month selenium exprienc month sql exprienc monthscompani detail compani lead industri autom descript respons test rockwel autom embed system logix design factori talk rslinx classic control flash compar tool modul profil coordin onsit offshor qa lead design develop test strategi test plan document test plan test case base product requir document function specif discuss explain requir qa team work scrum base agil methodolog test driven develop environ frequent chang requir lot challeng document publish program increment object program increment plan report featur epic backlog stori conduct particip program increment plan backlog groom sprint plan daili stand up sprint review retrospect perform autom test task design creat maintain execut peer review test script use test autom framework taf develop execut system integr gui integr test use interact busi analyst softwar develop bug review particip qa meet work close develop engin depart ensur proper resolut bug proactiv came innov method improv softwar qualiti test coverag effici regress coverag creat maintain test document high level requir test strategi report test plan test case test execut result bug report qualiti metric traceabl matrix test summari report environ logix design factori talk rslinx classic controlflash comparetool modul profil test autom framework taf python selenium clear case clear quest uft collabor lifecycl manag version one compani ge healthcar descript respons valid ge ct scanner base fda complianc regul interact clinic expert busi analyst develop architect creation test strategi test plan coordin offshor qa onsit qa team work design develop test strategi requir traceabl matrix design creat execut manual test case base product requir document increas product initi use autom tool like dicom qtp train guid ge team autom test creation execut use qtp perform test type function integr perform regress provid test report manag involv releas support test bed creation test throughout releas process environ agil test driven develop tdd dicom hl imag reconstruct window linux sql python qtp html xml qtp vbscript qc compani patni ge healthcar pac descript respons valid ge pac applic test web applic defin administr authent archiv dicom imag involv creation autom framework use hybrid bpt approach respons creation test bed golden data use dcmtk prepar test scenario test plan test case autom script integr system end end test applic design develop user defin gener function well vers vb script descript program script dynam object reusabl action defin scenario flow uft qtp review qtp script develop team member support qa sit regress test team environment issu interact downstream environ system team clarif environ agil test driven develop tdd ge pac dicom hl imag reconstruct imag construct window linux sql python selenium qtp html xml qtp javascript vbscript qc compani hdfc bank limit descript respons review busi requir design document prepar test case assign project releas perform test type api function integr system perform regress secur network provid test report manag involv integr test releas new function test critic bug fix co ordin develop fix critic bug involv backend databas test oracl microsoft sql involv releas support test bed setup test throughout releas process autom test flow use autom tool qtp environ window linux sql python qtp html xml qtp javascript vbscript qc compani vistaar system limit descript respons refer busi requir document use case document design document provid client develop creation manual autom test case involv analysi design creation execut debug autom script use autom tool like ration robot qtp shell script test critic bug fix co ordin develop fix critic bug involv instal build maintain test bed smoke sanitari test regress test perform test databas test use ration robot qtp shell script environ window linux sql ration robot qtp ,"  (0, 1494)	0.036710809348475516
  (0, 1493)	0.11176486709425938
  (0, 1481)	0.03162746890280417
  (0, 1476)	0.06158647650595983
  (0, 1474)	0.05250597881258296
